"city_id","市名","都道府県","実装状態"
"ichikawa",,,"実装済"
"narita",,,"実装済"
"abiko",,,"未実装"
"asahi",,,"未実装"
"kisarazu",,,"実装済"
"togane",,,"未実装"
"matsudo",,,"実装済"
"kashiwa",,,"実装済"
"nagareyama",,,"実装済"
"narashino",,,"未実装"
"funabashi",,,"実装済"
"mobara",,,"未実装"
"sodegaura",,,"未実装"
"noda",,,"実装済"
"choshi",,,"未実装"
"tateyama",,,"実装済"
"katori",,,"実装済"
"kamogawa",,,"未実装"
"wakayama",,,"実装済"
"iwade",,,"実装済"
"gobo",,,"実装済"
"shingu",,,"実装済"
"arida",,,"実装済"
"hashimoto_wakayama",,,"実装済"
"kainan",,,"実装済"
"tanabe",,,"実装済"
"kinokawa",,,"実装済"
"saitama",,,"実装済"
"fujimino",,,"実装済"
"misato",,,"実装済"
"ageo",,,"実装済"
"iruma",,,"実装済"
"yashio",,,"実装済"
"kazo",,,"実装済"
"kitamoto",,,"実装済"
"yoshikawa",,,"実装済"
"wako",,,"実装済"
"sakado",,,"実装済"
"fujimi",,,"実装済"
"kawaguchi",,,"実装済"
"kawagoe",,,"実装済"
"satte",,,"実装済"
"shiki",,,"実装済"
"toda",,,"実装済"
"tokorozawa",,,"実装済"
"niiza",,,"実装済"
"hidaka",,,"実装済"
"kasukabe",,,"実装済"
"asaka",,,"実装済"
"honjo",,,"実装済"
"higashimatsuyama",,,"実装済"
"okegawa",,,"実装済"
"fukaya",,,"実装済"
"kumagaya",,,"実装済"
"sayama",,,"実装済"
"shiraoka",,,"実装済"
"chichibu",,,"実装済"
"hanyu",,,"実装済"
"soka",,,"実装済"
"hasuda",,,"実装済"
"warabi",,,"実装済"
"gyoda",,,"実装済"
"koshigaya",,,"実装済"
"hanno",,,"実装済"
"konosu",,,"実装済"
"tsurugashima",,,"実装済"
"nakatsu",,,"実装済"
"beppu",,,"実装済"
"kunisaki",,,"未実装"
"oita",,,"実装済"
"usa",,,"未実装"
"hita",,,"未実装"
"kitsuki",,,"未実装"
"tsukumi",,,"未実装"
"yufu",,,"未実装"
"usuki",,,"未実装"
"bungo_ono",,,"未実装"
"bungo_takada",,,"未実装"
"katano",,,"実装済"
"yao",,,"実装済"
"chihayaakasaka",,,"実装済"
"suita",,,"実装済"
"izumi",,,"未実装"
"shijonawate",,,"実装済"
"sakai",,,"実装済"
"daito",,,"実装済"
"osaka",,,"実装済"
"osaka_sayama",,,"実装済"
"moriguchi",,,"実装済"
"tondabayashi",,,"実装済"
"neyagawa",,,"実装済"
"kishiwada",,,"実装済"
"settsu",,,"実装済"
"higashiosaka",,,"実装済"
"matsubara",,,"実装済"
"hirakata",,,"実装済"
"kashiwara",,,"実装済"
"ikeda",,,"実装済"
"kawachinagano",,,"実装済"
"izumisano",,,"実装済"
"sennan",,,"実装済"
"izumiotsu",,,"実装済"
"minoh",,,"実装済"
"habikino",,,"実装済"
"ibaraki",,,"実装済"
"fujiidera",,,"実装済"
"toyonaka",,,"実装済"
"kaizuka",,,"実装済"
"kadoma",,,"実装済"
"hannan",,,"実装済"
"takatsuki",,,"実装済"
"takaishi",,,"実装済"
"gojo",,,"実装済"
"yoshino_nara",,,"実装済"
"yamatokoriyama",,,"実装済"
"yamatotakada",,,"実装済"
"tenri",,,"実装済"
"nara",,,"実装済"
"uda",,,"実装済"
"gose",,,"実装済"
"sakurai_nara",,,"実装済"
"kashihara",,,"実装済"
"ikoma",,,"実装済"
"katsuragi",,,"実装済"
"kashiba",,,"実装済"
"sendai",,,"実装済"
"natori",,,"未実装"
"shiogama",,,"未実装"
"tagajo",,,"未実装"
"osaki",,,"実装済"
"iwanuma",,,"未実装"
"higashimatsushima",,,"未実装"
"kurihara",,,"未実装"
"kesennuma",,,"実装済"
"tome",,,"未実装"
"shiroishi",,,"未実装"
"ishinomaki",,,"実装済"
"kakuda",,,"未実装"
"ebino",,,"未実装"
"kushima",,,"未実装"
"miyazaki",,,"実装済"
"kobayashi",,,"未実装"
"nobeoka",,,"実装済"
"nichinan",,,"未実装"
"hyuga",,,"未実装"
"saito",,,"未実装"
"miyakonojo",,,"実装済"
"nanto",,,"未実装"
"toyama",,,"実装済"
"imizu",,,"未実装"
"himi",,,"未実装"
"namerikawa",,,"未実装"
"tonami",,,"未実装"
"takaoka",,,"実装済"
"uozu",,,"未実装"
"kurobe",,,"未実装"
"kudamatsu",,,"未実装"
"shimonoseki",,,"実装済"
"hikari",,,"未実装"
"shunan",,,"未実装"
"ube",,,"実装済"
"yamaguchi",,,"実装済"
"sanyo_onoda",,,"未実装"
"iwakuni",,,"未実装"
"yanai",,,"未実装"
"hagi",,,"未実装"
"nagato",,,"未実装"
"hofu",,,"未実装"
"kaminoyama",,,"未実装"
"nanyo",,,"未実装"
"tendo",,,"未実装"
"sagae",,,"未実装"
"obanazawa",,,"未実装"
"yamagata",,,"実装済"
"shinjo",,,"未実装"
"murayama",,,"未実装"
"higashine",,,"未実装"
"yonezawa",,,"実装済"
"sakata",,,"実装済"
"nagai",,,"未実装"
"tsuruoka",,,"実装済"
"chuo",,,"未実装"
"hokuto",,,"未実装"
"minami_alps",,,"未実装"
"otsuki",,,"未実装"
"fujiyoshida",,,"未実装"
"yamanashi",,,"未実装"
"koshu",,,"未実装"
"kofu",,,"実装済"
"kai",,,"実装済"
"usui",,,"未実装"
"tsuru",,,"未実装"
"nirasaki",,,"未実装"
"gero",,,"未実装"
"nakatsugawa",,,"未実装"
"kani",,,"実装済"
"kakamigahara",,,"未実装"
"toki",,,"未実装"
"tajimi",,,"未実装"
"ogaki",,,"実装済"
"yamashiro",,,"未実装"
"gifu",,,"実装済"
"ena",,,"未実装"
"motosu",,,"未実装"
"kaizu",,,"未実装"
"mizunami",,,"未実装"
"gifu_mizuho",,,"未実装"
"minokamo",,,"未実装"
"mino",,,"実装済"
"hashima",,,"未実装"
"gujō",,,"未実装"
"seki",,,"未実装"
"hida",,,"未実装"
"takayama",,,"未実装"
"ibara",,,"未実装"
"kurashiki",,,"実装済"
"bizen",,,"未実装"
"okayama",,,"実装済"
"niimi",,,"未実装"
"tsuyama",,,"未実装"
"asakuchi",,,"未実装"
"setouchi",,,"未実装"
"tamano",,,"未実装"
"maniwa",,,"未実装"
"kasaoka",,,"未実装"
"soja",,,"未実装"
"mimasaka",,,"未実装"
"akaiwa",,,"未実装"
"takahashi",,,"未実装"
"ichinoseki",,,"未実装"
"kuji",,,"未実装"
"hachimantai",,,"実装済"
"kitakami",,,"実装済"
"ofunato",,,"未実装"
"oshu",,,"未実装"
"miyako",,,"未実装"
"takizawa",,,"実装済"
"morioka",,,"実装済"
"hanamaki",,,"実装済"
"tono",,,"未実装"
"kamaishi",,,"実装済"
"rikuzentakada",,,"未実装"
"izumo",,,"未実装"
"oda",,,"未実装"
"yasuki",,,"未実装"
"matsue",,,"実装済"
"gotsu",,,"未実装"
"hamada",,,"未実装"
"masuda",,,"未実装"
"unnan",,,"未実装"
"mihara",,,"未実装"
"miyoshi_machi",,,"実装済"
"kure",,,"実装済"
"otake",,,"未実装"
"akitakata",,,"未実装"
"onomichi",,,"未実装"
"hiroshima",,,"実装済"
"shobara",,,"未実装"
"fuchu",,,"実装済"
"hatsukaichi",,,"未実装"
"higashihiroshima",,,"実装済"
"etajima",,,"未実装"
"fukuyama",,,"実装済"
"takehara",,,"未実装"
"miyoshi",,,"実装済"
"yoshinogawa",,,"未実装"
"komatsushima",,,"未実装"
"tokushima",,,"実装済"
"mima",,,"未実装"
"anan",,,"未実装"
"awa",,,"未実装"
"naruto",,,"未実装"
"imabari",,,"実装済"
"yawatahama",,,"未実装"
"shikokuchuo",,,"未実装"
"ohzu",,,"未実装"
"uwajima",,,"未実装"
"niihama",,,"実装済"
"matsuyama",,,"実装済"
"saijo",,,"未実装"
"ama",,,"実装済"
"miyoshi",,,"実装済"
"ichinomiya",,,"実装済"
"kariya",,,"実装済"
"kitanagoya",,,"実装済"
"handa",,,"実装済"
"nagoya",,,"実装済"
"obu",,,"実装済"
"anjo",,,"実装済"
"owariasahi",,,"実装済"
"okazaki",,,"実装済"
"iwakura",,,"実装済"
"tokoname",,,"実装済"
"yatomi",,,"実装済"
"aisai",,,"実装済"
"shinshiro",,,"実装済"
"nishin",,,"未実装"
"kasugai",,,"実装済"
"tokai_aichi",,,"実装済"
"konan_aichi",,,"実装済"
"tsushima",,,"実装済"
"kiyosu",,,"実装済"
"seto",,,"実装済"
"inuyama",,,"実装済"
"tahara",,,"実装済"
"chita",,,"実装済"
"chiryu",,,"実装済"
"hekinan",,,"実装済"
"gamagori",,,"実装済"
"nishio",,,"実装済"
"toyokawa",,,"実装済"
"toyoake",,,"実装済"
"toyohashi",,,"実装済"
"toyota",,,"実装済"
"nagakute",,,"実装済"
"takahama",,,"実装済"
"sanjo",,,"未実装"
"joetsu",,,"実装済"
"gosen",,,"未実装"
"kamo",,,"未実装"
"tokamachi",,,"未実装"
"minamiuonuma",,,"未実装"
"myoko",,,"未実装"
"ojiya",,,"未実装"
"niigata",,,"実装済"
"shibata",,,"未実装"
"murakami",,,"未実装"
"kashiwazaki",,,"未実装"
"tsubame",,,"未実装"
"itoigawa",,,"未実装"
"mitsuke",,,"未実装"
"nagaoka",,,"実装済"
"agano",,,"未実装"
"akiruno",,,"実装済"
"mitaka",,,"実装済"
"setagaya",,,"実装済"
"chuo_ku",,,"実装済"
"nakano",,,"実装済"
"hachioji",,,"実装済"
"kita_ku",,,"実装済"
"chiyoda",,,"実装済"
"taito",,,"実装済"
"shinagawa",,,"実装済"
"kokubunji",,,"実装済"
"kunitachi",,,"実装済"
"sumida",,,"実装済"
"tama",,,"実装済"
"ota_ku",,,"実装済"
"okutama",,,"実装済"
"kodaira",,,"実装済"
"koganei",,,"実装済"
"fuchu",,,"実装済"
"bunkyo",,,"実装済"
"shinjuku",,,"実装済"
"hinode",,,"実装済"
"hino",,,"実装済"
"akishima",,,"実装済"
"suginami",,,"実装済"
"higashikurume",,,"実装済"
"higashiyamato",,,"実装済"
"higashimurayama",,,"実装済"
"itabashi",,,"実装済"
"hinohara",,,"実装済"
"musashimurayama",,,"実装済"
"musashino",,,"実装済"
"edogawa",,,"実装済"
"koto_ku",,,"実装済"
"kiyose",,,"実装済"
"shibuya",,,"実装済"
"minato_ku",,,"実装済"
"komae",,,"実装済"
"mizuho",,,"実装済"
"machida",,,"実装済"
"meguro",,,"実装済"
"fussa",,,"実装済"
"inagi",,,"実装済"
"tachikawa",,,"実装済"
"nerima",,,"実装済"
"hamura",,,"実装済"
"arakawa",,,"実装済"
"katsushika",,,"実装済"
"chofu",,,"実装済"
"toshima",,,"実装済"
"adachi",,,"実装済"
"ome",,,"実装済"
"sakura",,,"実装済"
"shimono",,,"未実装"
"sano",,,"実装済"
"otawara",,,"未実装"
"utsunomiya",,,"実装済"
"oyama",,,"実装済"
"nikko",,,"実装済"
"tochigi_city",,,"実装済"
"moka",,,"未実装"
"ashikaga",,,"実装済"
"nasukarasuyama",,,"実装済"
"kanuma",,,"実装済"
"uruma",,,"未実装"
"nanjo",,,"未実装"
"nago",,,"未実装"
"ginowan",,,"未実装"
"okinawa",,,"未実装"
"urasoe",,,"未実装"
"ishigaki",,,"未実装"
"itoman",,,"未実装"
"tomigusuku",,,"未実装"
"naha",,,"実装済"
"otsu",,,"実装済"
"moriyama_shiga",,,"実装済"
"hikone",,,"実装済"
"hino_shiga",,,"実装済"
"higashiomi",,,"実装済"
"ritto",,,"実装済"
"konan_shiga",,,"実装済"
"koka",,,"実装済"
"ryuou",,,"実装済"
"maibara",,,"実装済"
"kusatsu",,,"実装済"
"omihachiman",,,"実装済"
"yasu",,,"実装済"
"nagahama",,,"実装済"
"takashima",,,"実装済"
"kamiamakusa",,,"未実装"
"hitoyoshi",,,"未実装"
"yatsushiro",,,"実装済"
"koshi",,,"未実装"
"amakusa",,,"未実装"
"uto",,,"未実装"
"uki",,,"未実装"
"yamaga",,,"未実装"
"minamata",,,"未実装"
"kumamoto",,,"実装済"
"tamana",,,"未実装"
"arao",,,"未実装"
"kikuchi",,,"未実装"
"aso",,,"未実装"
"kahoku",,,"未実装"
"nanao",,,"未実装"
"kaga",,,"未実装"
"komatsu",,,"実装済"
"suzu",,,"未実装"
"hakusan",,,"未実装"
"hakui",,,"未実装"
"nomi",,,"未実装"
"wajima",,,"実装済"
"nonoichi",,,"未実装"
"kanazawa",,,"実装済"
"miura",,,"実装済"
"isehara",,,"実装済"
"minamiashigara",,,"実装済"
"atsugi",,,"実装済"
"yamato",,,"実装済"
"odawara",,,"実装済"
"kawasaki",,,"実装済"
"hiratsuka",,,"実装済"
"zama",,,"実装済"
"yokohama",,,"実装済"
"yokosuka",,,"実装済"
"ebina",,,"実装済"
"sagamihara",,,"実装済"
"hadano",,,"実装済"
"ayase",,,"実装済"
"chigasaki",,,"実装済"
"fujisawa",,,"実装済"
"toishi",,,"未実装"
"kamakura",,,"実装済"
"awara",,,"未実装"
"katsuyama",,,"未実装"
"ono",,,"未実装"
"obama",,,"実装済"
"tsuruga",,,"実装済"
"fukui",,,"実装済"
"echizen",,,"実装済"
"sabae",,,"実装済"
"ukiha",,,"未実装"
"miyama",,,"未実装"
"nakama",,,"未実装"
"kurume",,,"実装済"
"yame",,,"未実装"
"kitakyushu",,,"実装済"
"koga",,,"未実装"
"kama",,,"未実装"
"okawa",,,"未実装"
"omuta",,,"未実装"
"onojo",,,"未実装"
"dazaifu",,,"未実装"
"munakata",,,"未実装"
"miyawaka",,,"未実装"
"ogori",,,"未実装"
"kasuga",,,"未実装"
"asakura",,,"未実装"
"yanagawa",,,"未実装"
"tagawa",,,"未実装"
"nogata",,,"未実装"
"fukuoka",,,"実装済"
"fukutsu",,,"未実装"
"chikugo",,,"未実装"
"chikushino",,,"未実装"
"itoshima",,,"未実装"
"yukuhashi",,,"未実装"
"buzen",,,"未実装"
"nakagawa",,,"未実装"
"iizuka",,,"未実装"
"iwaki",,,"実装済"
"nihommatsu",,,"未実装"
"aizuwakamatsu",,,"実装済"
"minamisoma",,,"未実装"
"kitakata",,,"未実装"
"motomiya",,,"未実装"
"tamura",,,"未実装"
"shirakawa",,,"未実装"
"soma",,,"未実装"
"fukushima",,,"実装済"
"koriyama",,,"実装済"
"sukagawa",,,"未実装"
"nikaho",,,"未実装"
"senboku",,,"未実装"
"kitaakita",,,"未実装"
"daisen",,,"未実装"
"odate",,,"未実装"
"yokote",,,"未実装"
"yuzawa",,,"未実装"
"katashio",,,"未実装"
"yurihonjo",,,"未実装"
"oga",,,"未実装"
"akita",,,"実装済"
"noshiro",,,"未実装"
"kazuno",,,"未実装"
"midori",,,"未実装"
"isesaki",,,"実装済"
"maebashi",,,"実装済"
"ota_gunma",,,"実装済"
"annaka",,,"実装済"
"tomioka",,,"未実装"
"kiryu",,,"実装済"
"numata",,,"未実装"
"shibukawa",,,"実装済"
"fujioka",,,"未実装"
"tatebayashi",,,"実装済"
"takasaki",,,"実装済"
"tsukubamirai",,,"実装済"
"tsukuba",,,"実装済"
"hitachinaka",,,"実装済"
"shimotsuma",,,"未実装"
"koga",,,"未実装"
"tsuchiura",,,"実装済"
"bando",,,"未実装"
"joso",,,"実装済"
"hitachi",,,"実装済"
"mito",,,"実装済"
"ishioka",,,"未実装"
"inashiki",,,"実装済"
"chikusei",,,"未実装"
"yuki",,,"未実装"
"naka",,,"未実装"
"hokota",,,"未実装"
"ryugasaki",,,"実装済"
"goto",,,"未実装"
"sasebo",,,"実装済"
"minami_shimabara",,,"未実装"
"iki",,,"未実装"
"omura",,,"未実装"
"tsushima",,,"実装済"
"shimabara",,,"未実装"
"hirado",,,"未実装"
"matsuura",,,"未実装"
"saikai",,,"未実装"
"isahaya",,,"未実装"
"nagasaki",,,"実装済"
"unzen",,,"未実装"
"ueda",,,"実装済"
"nakano",,,"実装済"
"ina",,,"実装済"
"saku",,,"未実装"
"chikuma",,,"未実装"
"shiojiri",,,"未実装"
"omachi",,,"未実装"
"azumino",,,"未実装"
"komoro",,,"実装済"
"okaya",,,"未実装"
"tomi",,,"未実装"
"matsumoto",,,"実装済"
"chino",,,"未実装"
"suwa",,,"未実装"
"nagano",,,"実装済"
"suzaka",,,"実装済"
"iiyama",,,"未実装"
"iida",,,"実装済"
"komagane",,,"未実装"
"tsugaru",,,"未実装"
"goshogawara",,,"未実装"
"hachinohe",,,"実装済"
"hirakawa",,,"未実装"
"hirosaki",,,"未実装"
"aomori",,,"実装済"
"kuroishi",,,"未実装"
"mishima",,,"未実装"
"shimoda",,,"未実装"
"ito",,,"未実装"
"izunokuni",,,"未実装"
"izu",,,"未実装"
"fujinomiya",,,"未実装"
"fuji",,,"実装済"
"shimada",,,"未実装"
"omaezaki",,,"未実装"
"gotemba",,,"未実装"
"kakegawa",,,"未実装"
"numazu",,,"実装済"
"hamamatsu",,,"実装済"
"kosai",,,"未実装"
"yaizu",,,"未実装"
"atami",,,"未実装"
"makinohara",,,"未実装"
"kikugawa",,,"未実装"
"fujieda",,,"未実装"
"fukuroi",,,"未実装"
"susono",,,"未実装"
"shizuoka",,,"実装済"
"sanuki",,,"未実装"
"mitoyo",,,"未実装"
"marugame",,,"実装済"
"zentsuji",,,"未実装"
"sakaide",,,"未実装"
"higashikagawa",,,"未実装"
"kannonji",,,"未実装"
"takamatsu",,,"実装済"
"nankoku",,,"未実装"
"aki",,,"未実装"
"muroto",,,"未実装"
"susaki",,,"未実装"
"konan",,,"実装済"
"kami",,,"未実装"
"kochi",,,"実装済"
"kurayoshi",,,"未実装"
"sakaiminato",,,"未実装"
"yonago",,,"未実装"
"tottori",,,"実装済"
"ichiki_kushikino",,,"未実装"
"izumi",,,"未実装"
"minami_satsuma",,,"未実装"
"minami_kyushu",,,"未実装"
"tarumizu",,,"未実装"
"amami",,,"未実装"
"aira",,,"未実装"
"shibushi",,,"未実装"
"ibusuki",,,"未実装"
"hioki",,,"未実装"
"makurazaki",,,"未実装"
"satsumasendai",,,"未実装"
"nishi_no_omote",,,"未実装"
"akune",,,"未実装"
"kagoshima",,,"実装済"
"kanoya",,,"未実装"
